date,tweets,tweet_clean
2022-04-05,"Menurut Ngabalin, ancaman mahasiswa itu tidak masuk logikanya. 

Presiden @jokowi telah menyetujui pelaksanaan Pemilu pada 14 Februari 2022. Sehingga, hal itu cukup memberikan jawaban tidak berniat menjabat lebih dari 2 periode. 

#WaspadaProvokasiKadrun

https://t.co/1Zlows1bqt",ngabalin ancam mahasiswa logika presiden tuju laksana milu februari niat jabat periode waspadaprovokasikadrun
2022-04-05,"#WaspadaProvokasiKadrun
https://t.co/JFpHjTiDYf

Selalu ada hal konyol begitulah mahasiswa sekarang.. ada yg di sewa ada yg menyewa. Tuntutannya kepentingan politik bukang buat rakyat. Rakyat hanya di jadikan dagangan wahasewa.",waspadaprovokasikadrun konyol mahasiswa sewa sewa tuntut penting politik bukang rakyat rakyat jadi dagang wahasewa
2022-04-05,"Ini mahasiswa pada aneh?
Pake ngancam mau demo?
Yang mau nunda pemilu siapa?
Yang mau 3 periode siapa?
Padahal jelas dan tegas Jokowi tidak berniat menjabat 3 periode juga telah menyetujui pelaksanaan Pemilu 2024 tidak ditunda.

https://t.co/K2h3oU1zDt

#WaspadaProvokasiKadrun https://t.co/7qegK6mqwl",mahasiswa aneh pakai ngancam demo nunda milu periode jokowi niat jabat periode tuju laksana milu tunda waspadaprovokasikadrun
2022-04-05,"Hati2 #WaspadaProvokasiKadrun
Kalau adik-adik mahasiswa yg pandai membaca situasi politik harusnya paham mana kebenaran mana kebohongan ""Hoax"" 

Saya yakin masih banyak mahasiswa yg waras..walau tak sedikit yg sinting..😊

Lawan hoax👍💪 https://t.co/vqtPbTPONl",hati waspadaprovokasikadrun adik adik mahasiswa pandai baca situasi politik paham benar bohong hoax mahasiswa waras sinting lawan hoax
2022-04-05,"@KompasTV (4)
16. Kepergian mahasiswa Indonesia ke LN dipajakin 5% dari jumlah uang yg dikirimkan untuk study;
17. Naikkan Pajak jual beli untuk pembeli Dan penjual untuk semua transaksi ( rumah, Tanah, Mobil, barang mewah. Menjadi 15% untuk setiap transaksi. 
17. Pendapatan negara naik",pergi mahasiswa indonesia ln dipajakin uang kirim study naik pajak jual beli beli jual transaksi rumah tanah mobil barang mewah transaksi dapat negara
2022-04-05,"""aku kuliah mau jd mahasiswa kupu-kupu aja""
now, ketua kelas, ketua divisi, sekretaris umum, ketua pelaksana, dsb. AHadeuuu",kuliah mahasiswa kupu kupu now ketua kelas ketua divisi sekretaris umum ketua laksana dsb ahadeuuu
2022-04-05,"@CNNIndonesia Apa lagi yg mau dipaksakan oleh sekelompok kecil mahasiswa ini?? UU Pemilu dan persetujuan DPR RI dan Pemerintah, jelas2 Pemilu akan dilakukan pd Feb 2024. Klu ada pendapat2 perorangan atau kelompok kecil yg. berbeda, itu sah2 saja. UUD45 dan UU Pemilu jauh lebih kuat.",paksa kelompok mahasiswa uu milu tuju dpr ri perintah milu pd feb klu dapat orang kelompok beda sah uud uu milu kuat
2022-04-05,@abu_waras @NajwaShihab @MataNajwa Ogah ikut Mahasiswa nga jelas,ogah mahasiswa nga
2022-04-05,"@democrazymedia 2-3 hari ini perjuangan hightenchi  sesudah itu bakal banyak penjilat model si ruhut mulut comberan, hati hatilah bunglon penjilat. Sisanya ada yg sembunyi di got dan ada yg masuk kotak. Mari kita doakan perjuangan mahasiswa sukses.",juang hightenchi jilat model si ruhut mulut comberan hati hati bunglon jilat sisa sembunyi got kotak mari doa juang mahasiswa sukses
2022-04-05,"@CNNIndonesia gw mah dah hapal kelakuan dia, paling komennya, saya kaget kok banyak mahasiswa mendemo sy.",gw mah dah hapal laku komennya kaget mahasiswa demo sy
2022-04-05,@hank_jkt @Cintada16 Maklum jadi mahasiswa buat gaya gayaan om,maklum mahasiswa gaya gaya om
2022-04-05,@Cintada16 Mahasiswa dodol.Otaknya dimana yah?,mahasiswa dodol otak mana yah
2022-04-05,"@QaillaAsyiqah Hidup Mahasiswa/i Indonesia.
Btw siapa pencipta lagu ini? 😊",hidup mahasiswa indonesia btw cipta lagu
2022-04-05,@CNNIndonesia Setuju Mahasiswa terlalu otoriter memaksakan kehendak,tuju mahasiswa otoriter paksa hendak
2022-04-05,"@soen_cak Pertamax = mobil mewah (horang kaya), Pertalite = sepeda motor (masyarakat kebanyakan). Jadi mahasiswa demo untuk siapa?",pertamax mobil mewah horang kaya pertalite sepeda motor masyarakat banyak mahasiswa demo
2022-04-05,"Mahasiswa ancam demo jokowi soal isu penundaan pemilu, begini respon ngabalin..
#WaspadaProvokasiKadrun
https://t.co/2rE1XX5vYj",mahasiswa ancam demo jokowi isu tunda milu respon ngabalin waspadaprovokasikadrun
2022-04-05,"Gugur Tes Narkoba Saat Daftar Ulang, Unsri Tak Terima Calon Mahasiswa Cadangan 
https://t.co/zsIWJd19ee",gugur tes narkoba daftar ulang unsri terima calon mahasiswa cadang
2022-04-05,Melawan Stigma Partisipasi Organisasi Mahasiswa Nirfaedah di Tiktok dan Instagram https://t.co/tJwjfIVIzW #TempoIndonesiana,lawan stigma partisipasi organisasi mahasiswa nirfaedah tiktok instagram tempoindonesiana
2022-04-05,"@democrazymedia BAGUS !!
BERGERAKLAH RAKYAT INDONESIA LAWAN KEDZALIMAN ANAK PKI yg semula hanya tukang meubel bernama @jokowi sang PENIPU BANGSAT

Jangan hanya mendorong kekuatan mahasiswa dengan berpangku tangan
KECUALI KALIAN ADALAH BAGIAN DARI ANAK2 PKI SEPERTI @jokowi dan @luhutbp

#LAWANPKI",bagus gerak rakyat indonesia lawan kedzaliman anak pki tukang meubel nama sang tipu bangsat dorong kuat mahasiswa pangku tangan kecuali anak pki lawanpki
2022-04-05,Senang nya punya adek mahasiswa praktikan 😌,senang adik mahasiswa praktikan
2022-04-05,@sbmptnfess angkat aku jadi mahasiswa mu🙏🏻,angkat mahasiswa mu
2022-04-05,"@kodhe13 @akunkelima212 Biarkan sama anak muda jangan sama yang tua2 kayak mahasiswa contohnya, coba yang di luar jawa nyoba nyalonin soalnya blom liat ada yang jadi presiden orang luar jawa",biar anak muda tua kayak mahasiswa contoh coba jawa nyoba nyalonin blom liat presiden jawa
2022-04-05,"Tolak wacana 3 periode, Aliansi Mahasiswa ancam gelar demonstrasi besar-besaran @arrahmah #arrahmahcom https://t.co/c6bg5tXXE6",tolak wacana periode aliansi mahasiswa ancam gelar demonstrasi besar arrahmahcom
2022-04-05,@Cintada16 Harusnya ditangkap nih para mahasiswa gadungan ini. @DivHumas_Polri @mohmahfudmd @nadiemmakarim,tangkap nih mahasiswa gadungan
2022-04-05,"@BaseAnakFK Emang boleh milih mau dateng ke dokter lulusan ptn atau pts gitu, ya?? 😂😂 Lagian ga selamanya yang lulusan ptn lebih bagus dari lulusan pts, bahkan dosenku malah banggain mahasiswa pts, soalnya katanya lebih peduli hal hal kecil dan rasa ingin tahunya lebih tinggi",milih dateng dokter lulus ptn pts gitu lulus ptn bagus lulus pts dosen bangtidakin mahasiswa pts peduli tahu tinggi
2022-04-05,"Kapan ya universitas2 di Indonesia kalau mahasiswa penelitian dibayarin, beli sampel dibeliin, mau conference, publikasi dibayarin, tiket transport dan hotel diganti, akses laboratorium 24 jam (tanpa perlu perizinan)..",universitas indonesia mahasiswa teliti dibayarin beli sampel dibeliin conference publikasi dibayarin tiket transport hotel ganti akses laboratorium jam izin
2022-04-05,"Mahasewa ini tdk mewakili mahasiswa se Indonesia.
#WaspadaProvokasiKadrun https://t.co/lSk9nJav6W",mahasewa tdk wakil mahasiswa indonesia waspadaprovokasikadrun
2022-04-05,"Panjang umur perjuangan, Bravo Mahasiswa. https://t.co/XMTHRZpr45",umur juang bravo mahasiswa
2022-04-05,Ayo kawan kawan mhs kita gelorakan perlawan masyarakat sipil melawan kenaikan harga dan agenda menambah masa jabatan 3 periode via amandemen. Lawan tuanku mahasiswa Indonesia🙏 https://t.co/3MxkAxAicD,ayo kawan kawan mhs gelora lawan masyarakat sipil lawan naik harga agenda tambah jabat periode via amandemen lawan tuanku mahasiswa indonesia
2022-04-05,"https://t.co/grAXtjfDI0

#WaspadaProvokasiKadrun

Manusia  manusia sampah  yang  tidak  ingin  bangsa  ini maju yang  hanya  mementingkan pesanan  bohir.",waspadaprovokasikadrun manusia manusia sampah bangsa maju penting pesan bohir
2022-04-05,@efiteRD @abu_waras @NajwaShihab @MataNajwa Maha sewa atau mahasiswa rentalan?,maha sewa mahasiswa rental
2022-04-05,"https://t.co/WXr6ENEyOo
#WaspadaProvokasiKadrun
Presiden  Jokowi sudah  berulang kali  menjelaskan  tidak  tertarik  tiga periode.",waspadaprovokasikadrun presiden jokowi ulang tarik periode
2022-04-05,"ancaman mahasiswa itu tidak masuk logikanya. 
#WaspadaProvokasiKadrun
https://t.co/3B25RkUVtd",ancam mahasiswa logika waspadaprovokasikadrun
2022-04-05,@Cintada16 Harga Pertamax masih lebih murah dibandingkan harga Shell. Ini mahasiswa kapan juga pakai Pertamax? Kok ogeb banget mau diperalat oleh bohir bohir begini. Ga mikir pakai otaknya.,hartidak pertamax murah banding hartidak shell mahasiswa jutidak pakai pertamax ogeb santidakt alat bohir bohir mikir pakai otak
2022-04-05,"ancaman mahasiswa itu tidak masuk logikanya. 
#WaspadaProvokasiKadrun
https://t.co/swsuXGBS2v",ancam mahasiswa logika waspadaprovokasikadrun
2022-04-05,"https://t.co/uLDdgGE9GO
#WaspadaProvokasiKadrun
Presiden  Jokowi sudah  berulang kali  menjelaskan  tidak  tertarik  tiga periode.",waspadaprovokasikadrun presiden jokowi ulang tarik periode
2022-04-05,@MRusdiHakim86 @BEM_SI @BEMUI_Official @pb_hmi @MprAldo Jangan lupa konsentrasikan juga massa disekitar pemukiman2 padat penduduk..mahasiswa dan rakyat harus bersatu berbareng bergerak,lupa konsentrasi massa sekitar mukim padat duduk mahasiswa rakyat satu bareng gerak
2022-04-05,"Kebetulan aku ada rencana daftar s1 paralel ui. Nah kan misal fmipa ini bop 12jt up 25jt, dan katanya BOP-P bisa utk paralel. Bisa ga klo misal pilih kelas 1 BOP-P yg 10jt? Mungkin kaka2 mahasiswa ui paralel bisa bantu jawab🙏 thankyou [cm] https://t.co/kcihBh4avY",rencana daftar paralel ui fmipa bop jt up jt bop paralel pilih kelas bop jt kaka mahasiswa ui paralel bantu jawab thankyou cm
2022-04-05,@abu_waras @NajwaShihab @MataNajwa Merinding gw setiap denger lagu yg dilantunkan para adek2 mahasiswa ini,merinding gw denger lagu lantun adik mahasiswa
2022-04-05,"Demo pesanan, ngaku-ngaku mewakili rakyat.
Ngak ngadar apa, aksinya hanya bikin resah..
#WaspadaProvokasiKadrun
https://t.co/4oLbUzUOVW",demo pesan ngaku ngaku wakil rakyat ngak ngadar aksi bikin resah waspadaprovokasikadrun
2022-04-05,"𝐀kila 𝐉esqiela 𝐀rendira as Cjs

— mahasiswa fakultas hukum
— cantik, mempunyai eye smile, &amp; manis
— 19 going to 20
— friendly, humble, perhatian https://t.co/YBhz2xxbKj",kila esqiela rendira as cjs mahasiswa fakultas hukum cantik eye smile amp manis going to friendly humble perhati
2022-04-05,"https://t.co/71jnRqqOCi
#WaspadaProvokasiKadrun

Presiden  Jokowi  sudah  menyetujui  pemilu  akan  dilaksanakan  tahun  2024  nanti",waspadaprovokasikadrun presiden jokowi tuju milu laksana tahun
2022-04-05,"https://t.co/SsNSi0NKew
#WaspadaProvokasiKadrun

Presiden  Jokowi tidak  berniat tiga  periode",waspadaprovokasikadrun presiden jokowi niat periode
2022-04-05,"Aksi demo meresahkan masyarakat, tapi masih aja nekat. Kadrun mah nga punya otak.
#WaspadaProvokasiKadrun
https://t.co/5zUWAROy22",aksi demo resah masyarakat nekat mah nga otak waspadaprovokasi
2022-04-05,"Kadrun sudah ketakutan kalau pak Jokowi lanjut 3 periode. Semenjak paham radikal diberantas, mereka kocar-kacir lalu tebar-tebar hoax dan fitnah.
#WaspadaProvokasiKadrun
https://t.co/v7ZXN1No5V",takut jokowi periode semenjak paham radikal berantas kocar kacir tebar tebar hoax fitnah waspadaprovokasi
2022-04-06,@Bintangnuklir Mahasiswa tolol... Pertamax itu utk orang kaya...,mahasiswa tolol pertamax kaya
2022-04-06,GAWAT JIKA JOKOWI ABAIKAN 6 TUNTUTAN DEMO  MAHASISWA! https://t.co/dmiD6HnBjB via @YouTube,gawat jokowi abai tuntut demo mahasiswa via
2022-04-06,"@msaid_didu Wajar negeri kita masih import semuanya barang2 penting, bahkan sampai saringan bubuk teh jg import, karena keahlian mahasiswa cuma demo, ada universitas mentereng, malah cuma bisa bikin sabun",wajar negeri import barang saring bubuk teh import ahli mahasiswa demo universitas mentereng bikin sabun
2022-04-06,@SangLangit01 Keren pidato mahasiswa ini,keren pidato mahasiswa
2022-04-06,"Jd inget waktu Soehato lengser, diawali BRUTALISME terhadap MAHASISWA TRISAKTI.... 

Apakah kejadian ini juga petanda akan lengser??? https://t.co/rwI0ezlpvq",inget waktu soehato lengser awal brutalisme mahasiswa trisakti jadi tanda lengser
2022-04-06,"Para Mahasiswa Berjuang Bela Rakyat Menegakan Konstitusi Mengapa Di Halangi Pendukung Kekuasaan Oligarki ?
#LawanPembajakKonstitusi 
#LawanPembajakKonstitusi https://t.co/tsimV6SfNF",mahasiswa juang bela rakyat tega konstitusi halang dukung kuasa oligarki lawanpembajakkonstitusi lawanpembajakkonstitusi
2022-04-06,Edom memang jadi bahan yg bagus buat gw untuk evaluasi pembelajaran. Tapi kadang jadi bumerang jg buat pengajar yg kurang persiapan ngajarnya. Tapi kadang ada juga sih mahasiswa yg suka kelewatan kasih komen hehehe,edom bahan bagus gw evaluasi ajar kadang bumerang ajar siap ngajarnya kadang mahasiswa suka lewat ka komen hehehe
2022-04-06,@agniasambara Gubernur @ganjarpranowo sudah berdiskusi dengan mahasiswa yang protes terkait Wadas. https://t.co/GWxOFwuNxq,gubernur diskus mahasiswa protes kait wadas
2022-04-06,@maspiyuaja Berarti demo mahasiswa sudah dijawab😐,demo mahasiswa jawab
2022-04-06,"@sbmptnfess Dkv, keliatan dari luar mahasiswa santuy, padahal tiap hari stres mikirin design atau karya yg bener2 gak boleh ada kesamaan sama temen kelas, nyari referensi sana sini sampe butek, tapi kalo enjoy seru sih bisa eksplor tentang dunia design dan dunia seni dengan luas",dkv liat mahasiswa santuy stres mikirin design karya sama temen kelas nyari referensi butek enjoy seru eksplor dunia design dunia seni luas
2022-04-06,"sabar lagi puasa.
cuman mau bilang semangat sama semua mahasiswa yang mau turun ke jalan gruduk istana tanggal 11 nanti 💪🏻 semoga selamat dan sukses mencapai tujuannya !",sabar puasa cuman bilang semangat mahasiswa turun jalan gruduk istana tanggal moga selamat sukses capai tuju
2022-04-06,@soen_cak Model mahasiswa bayaran otak anjing,model mahasiswa bayar otak anjing
2022-04-06,"@kangdede78 Ujung2nya berlebaran di hotel prodeo....mereka kira makar itu spt mau buat pesta kawin.....🤣🤣🤣Mahasiswa di provokasi, buruh diprovokasi, ibu2 di provokasi... maunya mereka negara ini rusuh terus...???",ujung lebaran hotel prodeo makar spt pesta kawin mahasiswa provokasi buruh provokasi provokasi mau negara rusuh
2022-04-06,"@Humaira922 Miris mahasiswa sekarang tidak pernah baca informasi .
Mereka gampang di hasut , di iming"" yg ga pasti .",miris mahasiswa baca informasi tidakmpang hasut iming
2022-04-06,"Kalian, adek2 mahasiswa, hrs paham...tempat penggodokan penundaan pemilu itu di gedung DPR, jangan salah arah!",adik mahasiswa hrs paham godok tunda milu gedung dpr salah arah
2022-04-06,"Dear mahasiswa

Sebagai generasi penerus bangsa
Berfikir lah yg jernih dan bijak sebelum melakukan aksi²mu

Lakukan prestasi untuk membangun negeri
Bukan berbangga dengan demo
Jgn teriak ttg 1998, kalian belm tau masa itu.
Tanya dl pd Ortu om, tante pakdhe, budhe km ttg masa itu",dear mahasiswa generasi terus bangsa berfikir jernih bijak aksi mu laku prestasi bangun negeri bangga demo jgn teriak ttg belm dl pd ortu om tante pakdhe budhe ttg
2022-04-06,"Mahasiswa nunggu usai lebaran napa sih..
Bulan puasa kita mau nyari pahala..
Knp demo gk sebelum ramadhan aja sih.. https://t.co/o11PymUQfe",mahasiswa nunggu lebaran napa puasa nyari pahala knp demo ramadhan
2022-04-06,"@PRFMnews @infobdg Punten minta bantuannya, telah hilang dompet seperti digambar di dalamnya berisi ktp, sim, stnk, kartu bpjs kes+tk, kartu alumni, kartu mahasiswa, kartu vaksin an Yunita Nuraini hilang sekitaran Jl. Cileuyi- Rancaekek-area sekitar RS AMC-panyawungan-galumpit. https://t.co/EJiCnyZ5JG",punten bantu hilang dompet gambar dalam isi ktp sim stnk kartu bpjs kes tk kartu alumni kartu mahasiswa kartu vaksin an yunita nuraini hilang sekitar jl cileuyi rancaekek area rs amc panyawungan galumpit
2022-04-06,@marcelllinov Nek koe mahasiswa hukum Ra ngerti advocatus diaboli/devil's advocate kebangetan ...,nek koe mahasiswa hukum ra ngerti advocatus diaboli devil advocate banget
2022-04-06,"@SUCOFINDO Halo Admin, apakah Sucofindo Cabang Medan menerima mahasiswa kerja praktek untuk bulan Juli mendatang? Mohon informasinya 🙏",admin sucofindo cabang medan terima mahasiswa praktek juli informasi
2022-04-06,@abu_waras @NajwaShihab @MataNajwa Ayo rakyat bergerak bersama mahasiswa mahasiswi turunkan pemimpin rezim zolim,ayo rakyat gerak mahasiswa mahasiswi turun pimpin rezim zolim
2022-04-06,"Hidup mahasiswa ogeb!!!
Heran gw ormas terlarang masih aja dibiarin di Indonesia!!
@DivHumas_Polri https://t.co/5MUNnvPX7K",hidup mahasiswa ogeb heran gw ormas larang dibiarin indonesia
2022-04-06,"@Bintangnuklir Mahasewa kebanyakan Maen game online ya kayak ginian!
Satu frekuensi dengan PKS dan ormas2 terlarang berkedok agama Islam dan terorisme berkedok agama Islam!
Hanya menjadi proyek pembodohan!
Harusnya Polisi lebih tegas lagi pada mahasiswa ginian, kalau perlu gebukin saja!!",mahasewa banyak maen game online kayak ginian frekuensi pks ormas larang kedok agama islam terorisme kedok agama islam proyek bodoh polisi mahasiswa ginian gebukin
2022-04-06,"Banyak mahasiswa ilmu sosial yg ingin melakukan penelitian dgn metode SEM namun mengalami kesulitan hrs mulai dari mana.  
Di training ini kita akan mencoba mempelajari SEM dgn pendekatan praktis dan mudah dipahami oleh siapapun.  utk info event &amp; tiket : https://t.co/hdqqaMk8ud https://t.co/iM0ZdelUVA",mahasiswa ilmu sosial teliti metode sem alami sulit hrs training coba ajar sem dekat praktis mudah paham info event amp tiket
2022-04-06,"@Pelacur_Istana Cc @Pelacur_Istana silahkan tag akun ini klo ada video terbaru ttg perjuangan anak bangsa (mahasiswa,stm,emak-emak dan masyarakat lain)
Rapatkan barisan 💪💪👍👍",cc silah tag akun video baru ttg juang anak bangsa mahasiswa stm emak emak masyarakat rapat baris
2022-04-06,@Kimberley20101 HEBAT BANGET PAK POLISI KITA. GAGAH PERKASA  &amp; PEMBERANI ! SUPER HEROIK LAH PAK POLISI KITA ! GAK ADA URUSAN SAMA S.O.P ! GAK ADA URUSAN SAMA RAKYAT KECIL ! GAK ADA URUSAN SAMA MAHASISWA ! APA LAGI BURUH . POKOK NYA HAJAR  HAJAR HAJAR !  (MUNGKIN) BILA PERLU SAMPE MATI !  ??????,hebat polisi gagah perkasa amp berani super heroik polisi urus urus rakyat urus mahasiswa buruh pokok hajar hajar hajar mati
2022-04-06,@OposisiCerdas Ikut demo bareng mahasiswa aja nanti pak ...,demo bareng mahasiswa
2022-04-06,"@marcelllinov Okede mahasiswa, nanti sebelum lulus make sure Lo bisa berpikir konseptual ya ga sebatas tekstual. Bahaya. Tapi kalo lu di sini cuma lakon sebagai advocatus diaboli juga gpp ttp rispek udh mancing dialektika.",okede mahasiswa lulus make sure lo pikir konseptual batas tekstual bahaya lu lakon sebatidaki advocatus diaboli jutidak gpp ttp rispek mancing dialektika
2022-04-06,"Seperti biasa. Ketika rakyat mengeluh karena sistem negara yang bobrok pasti akan ada isu baru untuk menutupi keluhan rakyat dan mahasiswa/i. 
Koruptor dipelihara 
Beli bokep dipermasalahkan
Mending makan ular sambil nonton Tv Indonesia yg isinya sampah semua. 

📍 West Papua https://t.co/mVhmTgpa5I",rakyat keluh sistem negara bobrok isu tutup keluh rakyat mahasiswa koruptor pelihara beli bokep masalah mending makan ular nonton tv indonesia isi sampah west papua
